0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
,,,,,,,,,,,,,,,,"[9232270, 9235661]","[24245355, 24253988]",,,,,,,,,,,,,,,"[17099074, 17099598]",
,,,,,,,,,,,,,,,,"[9236227, 9239501]","[24254750, 24255948]",,,,,,,,,,,,,,,"[17101706, 17103450]",
,,,,,,,,,,,,,,,,"[9243361, 9243989]","[24256160, 24258251]",,,,,,,,,,,,,,,"[17105015, 17105629]",
,,,,,,,,,,,,,,,,"[9244670, 9245052]","[24258771, 24265075]",,,,,,,,,,,,,,,"[17105995, 17107356]",
,,,,,,,,,,,,,,,,"[9248926, 9249285]","[24265271, 24266150]",,,,,,,,,,,,,,,"[17107909, 17109773]",
,,,,,,,,,,,,,,,,"[9249781, 9252740]","[24266388, 24274490]",,,,,,,,,,,,,,,"[17110839, 17113315]",
,,,,,,,,,,,,,,,,"[9257589, 9260203]","[24274668, 24275299]",,,,,,,,,,,,,,,"[17115248, 17116032]",
,,,,,,,,,,,,,,,,"[9265154, 9266845]","[24275697, 24276019]",,,,,,,,,,,,,,,"[17118251, 17118563]",
,,,,,,,,,,,,,,,,"[9268827, 9269959]","[24276310, 24283048]",,,,,,,,,,,,,,,"[17120016, 17120724]",
,,,,,,,,,,,,,,,,"[9272037, 9273566]","[24283248, 24287753]",,,,,,,,,,,,,,,"[17121652, 17121957]",
,,,,,,,,,,,,,,,,"[9274182, 9275651]","[24287955, 24298350]",,,,,,,,,,,,,,,"[17123296, 17123590]",
,,,,,,,,,,,,,,,,"[9276995, 9278851]","[24298646, 24302306]",,,,,,,,,,,,,,,"[17123841, 17125117]",
,,,,,,,,,,,,,,,,"[9284537, 9287799]","[24302497, 24305954]",,,,,,,,,,,,,,,"[17126007, 17126540]",
,,,,,,,,,,,,,,,,"[9289386, 9291199]","[24306197, 24306842]",,,,,,,,,,,,,,,"[17128013, 17128443]",
,,,,,,,,,,,,,,,,"[9291672, 9296665]","[24307704, 24309883]",,,,,,,,,,,,,,,"[17128768, 17129230]",
,,,,,,,,,,,,,,,,"[9299713, 9302716]","[24310519, 24310764]",,,,,,,,,,,,,,,"[17129797, 17130990]",
,,,,,,,,,,,,,,,,"[9304200, 9306360]","[24311365, 24325223]",,,,,,,,,,,,,,,"[17131491, 17132216]",
,,,,,,,,,,,,,,,,"[9311495, 9311989]","[24325710, 24339201]",,,,,,,,,,,,,,,"[17134364, 17135460]",
,,,,,,,,,,,,,,,,"[9312425, 9312782]","[24339589, 24339842]",,,,,,,,,,,,,,,"[17136136, 17136878]",
,,,,,,,,,,,,,,,,"[9315570, 9319297]","[24340040, 24340840]",,,,,,,,,,,,,,,"[17137232, 17137784]",
,,,,,,,,,,,,,,,,"[9320694, 9323996]",,,,,,,,,,,,,,,,"[17139712, 17140113]",
,,,,,,,,,,,,,,,,"[9324862, 9325411]",,,,,,,,,,,,,,,,"[17140834, 17141988]",
,,,,,,,,,,,,,,,,"[9326283, 9326736]",,,,,,,,,,,,,,,,"[17142286, 17142752]",
,,,,,,,,,,,,,,,,"[9328064, 9328720]",,,,,,,,,,,,,,,,"[17143515, 17144438]",
,,,,,,,,,,,,,,,,"[9329896, 9330872]",,,,,,,,,,,,,,,,"[17144791, 17145593]",
,,,,,,,,,,,,,,,,"[9331825, 9332245]",,,,,,,,,,,,,,,,"[17146059, 17146364]",
,,,,,,,,,,,,,,,,"[9336586, 9339841]",,,,,,,,,,,,,,,,"[17147799, 17148534]",
,,,,,,,,,,,,,,,,"[9340657, 9341626]",,,,,,,,,,,,,,,,"[17149495, 17150852]",
,,,,,,,,,,,,,,,,"[9341977, 9344410]",,,,,,,,,,,,,,,,"[17152596, 17153010]",
,,,,,,,,,,,,,,,,"[9345034, 9348220]",,,,,,,,,,,,,,,,"[17153376, 17153745]",
,,,,,,,,,,,,,,,,"[9348653, 9350415]",,,,,,,,,,,,,,,,"[17156537, 17157303]",
,,,,,,,,,,,,,,,,"[9351926, 9355153]",,,,,,,,,,,,,,,,"[17188029, 17189174]",
,,,,,,,,,,,,,,,,"[9356123, 9357081]",,,,,,,,,,,,,,,,"[17192039, 17417856]",
,,,,,,,,,,,,,,,,"[9359837, 9362201]",,,,,,,,,,,,,,,,"[17419668, 17429352]",
,,,,,,,,,,,,,,,,"[9373847, 9374260]",,,,,,,,,,,,,,,,"[17433879, 17444627]",
,,,,,,,,,,,,,,,,"[9388976, 9389462]",,,,,,,,,,,,,,,,"[17446106, 17563608]",
,,,,,,,,,,,,,,,,"[9390940, 9391311]",,,,,,,,,,,,,,,,"[17572133, 17572555]",
,,,,,,,,,,,,,,,,"[9400857, 9401541]",,,,,,,,,,,,,,,,"[17575624, 17575921]",
,,,,,,,,,,,,,,,,"[9404416, 9406999]",,,,,,,,,,,,,,,,"[17581061, 17581349]",
,,,,,,,,,,,,,,,,"[9412506, 9414537]",,,,,,,,,,,,,,,,"[17583099, 17583470]",
,,,,,,,,,,,,,,,,"[9433437, 9434080]",,,,,,,,,,,,,,,,"[17585460, 17585820]",
,,,,,,,,,,,,,,,,"[9434682, 9437876]",,,,,,,,,,,,,,,,"[17587619, 17587952]",
,,,,,,,,,,,,,,,,"[9444475, 9445429]",,,,,,,,,,,,,,,,"[17588645, 17589084]",
,,,,,,,,,,,,,,,,"[9449383, 9449833]",,,,,,,,,,,,,,,,"[17589390, 17589790]",
,,,,,,,,,,,,,,,,"[9450602, 9451063]",,,,,,,,,,,,,,,,"[17593646, 17593886]",
,,,,,,,,,,,,,,,,"[9453823, 9454898]",,,,,,,,,,,,,,,,"[17600091, 17600676]",
,,,,,,,,,,,,,,,,"[9464940, 9467236]",,,,,,,,,,,,,,,,"[17609962, 17685859]",
,,,,,,,,,,,,,,,,"[9469862, 9471014]",,,,,,,,,,,,,,,,"[17693502, 17736169]",
,,,,,,,,,,,,,,,,"[9473701, 9474588]",,,,,,,,,,,,,,,,"[17738825, 17739695]",
,,,,,,,,,,,,,,,,"[9475218, 9478407]",,,,,,,,,,,,,,,,"[17741314, 17804190]",
,,,,,,,,,,,,,,,,"[9480593, 9481147]",,,,,,,,,,,,,,,,"[17804450, 17815868]",
,,,,,,,,,,,,,,,,"[9482894, 9483811]",,,,,,,,,,,,,,,,"[17816870, 17869138]",
,,,,,,,,,,,,,,,,"[9484173, 9485316]",,,,,,,,,,,,,,,,"[17869430, 17871947]",
,,,,,,,,,,,,,,,,"[9488536, 9489670]",,,,,,,,,,,,,,,,"[17875525, 17880764]",
,,,,,,,,,,,,,,,,"[9494580, 9495566]",,,,,,,,,,,,,,,,"[17881001, 17881650]",
,,,,,,,,,,,,,,,,"[9496856, 9497453]",,,,,,,,,,,,,,,,"[17882678, 17884713]",
,,,,,,,,,,,,,,,,"[9505589, 9506000]",,,,,,,,,,,,,,,,"[17885016, 17885878]",
,,,,,,,,,,,,,,,,"[9511412, 9511784]",,,,,,,,,,,,,,,,"[17886693, 17887177]",
,,,,,,,,,,,,,,,,"[9515213, 9516132]",,,,,,,,,,,,,,,,"[17888263, 17889560]",
,,,,,,,,,,,,,,,,"[9517566, 9518478]",,,,,,,,,,,,,,,,"[17890467, 17893676]",
,,,,,,,,,,,,,,,,"[9525179, 9552960]",,,,,,,,,,,,,,,,"[17894561, 18000845]",
,,,,,,,,,,,,,,,,"[9553259, 9557385]",,,,,,,,,,,,,,,,"[18001327, 18173372]",
,,,,,,,,,,,,,,,,"[9558509, 9559129]",,,,,,,,,,,,,,,,"[18173609, 18217393]",
,,,,,,,,,,,,,,,,"[9559503, 9560211]",,,,,,,,,,,,,,,,"[18217644, 18219333]",
,,,,,,,,,,,,,,,,"[9560693, 9560978]",,,,,,,,,,,,,,,,"[18220268, 18220839]",
,,,,,,,,,,,,,,,,"[9561488, 9582860]",,,,,,,,,,,,,,,,"[18229551, 18230173]",
,,,,,,,,,,,,,,,,"[9583444, 9584977]",,,,,,,,,,,,,,,,"[18235587, 18240774]",
,,,,,,,,,,,,,,,,"[9586237, 9602784]",,,,,,,,,,,,,,,,"[18247021, 18248040]",
,,,,,,,,,,,,,,,,"[9603178, 9603756]",,,,,,,,,,,,,,,,"[18251702, 18252238]",
,,,,,,,,,,,,,,,,"[9604452, 9610596]",,,,,,,,,,,,,,,,"[18254720, 18260781]",
,,,,,,,,,,,,,,,,"[9611018, 9621480]",,,,,,,,,,,,,,,,"[18261854, 18265861]",
,,,,,,,,,,,,,,,,"[9621912, 9624799]",,,,,,,,,,,,,,,,"[18267663, 18283774]",
,,,,,,,,,,,,,,,,"[9625199, 9629534]",,,,,,,,,,,,,,,,"[18284504, 18286137]",
,,,,,,,,,,,,,,,,"[9630518, 9643457]",,,,,,,,,,,,,,,,"[18288657, 18307102]",
,,,,,,,,,,,,,,,,"[9643886, 9644321]",,,,,,,,,,,,,,,,"[18310589, 18314439]",
,,,,,,,,,,,,,,,,"[9644760, 9652231]",,,,,,,,,,,,,,,,"[18315370, 18315972]",
,,,,,,,,,,,,,,,,"[9653049, 9657644]",,,,,,,,,,,,,,,,"[18316935, 18318703]",
,,,,,,,,,,,,,,,,"[9658995, 9659824]",,,,,,,,,,,,,,,,"[18323983, 18324238]",
,,,,,,,,,,,,,,,,"[9660677, 9667127]",,,,,,,,,,,,,,,,"[18332381, 18332656]",
,,,,,,,,,,,,,,,,"[9667897, 9669509]",,,,,,,,,,,,,,,,"[18334613, 18335011]",
,,,,,,,,,,,,,,,,"[9670506, 9670907]",,,,,,,,,,,,,,,,"[18335621, 18336769]",
,,,,,,,,,,,,,,,,"[9675261, 9679107]",,,,,,,,,,,,,,,,"[18340634, 18342711]",
,,,,,,,,,,,,,,,,"[9679553, 9683072]",,,,,,,,,,,,,,,,"[18349014, 18350562]",
,,,,,,,,,,,,,,,,"[9684222, 9688543]",,,,,,,,,,,,,,,,"[18351239, 18355309]",
,,,,,,,,,,,,,,,,"[9688949, 9697143]",,,,,,,,,,,,,,,,"[18356558, 18360740]",
,,,,,,,,,,,,,,,,"[9697590, 9701349]",,,,,,,,,,,,,,,,"[18363317, 18365010]",
,,,,,,,,,,,,,,,,"[9702227, 9705380]",,,,,,,,,,,,,,,,"[18366348, 18368725]",
,,,,,,,,,,,,,,,,"[9705879, 9740705]",,,,,,,,,,,,,,,,"[18370222, 18378863]",
,,,,,,,,,,,,,,,,"[9741125, 9745272]",,,,,,,,,,,,,,,,"[18379822, 18385118]",
,,,,,,,,,,,,,,,,"[9747049, 9747991]",,,,,,,,,,,,,,,,"[18385676, 18387597]",
,,,,,,,,,,,,,,,,"[9749587, 9750065]",,,,,,,,,,,,,,,,"[18388760, 18392691]",
,,,,,,,,,,,,,,,,"[9750526, 9751423]",,,,,,,,,,,,,,,,"[18399073, 18401475]",
,,,,,,,,,,,,,,,,"[9752084, 9753074]",,,,,,,,,,,,,,,,"[18402282, 18405305]",
,,,,,,,,,,,,,,,,"[9754577, 9763707]",,,,,,,,,,,,,,,,"[18406596, 18407139]",
,,,,,,,,,,,,,,,,"[9764572, 9766083]",,,,,,,,,,,,,,,,"[18412802, 18414155]",
,,,,,,,,,,,,,,,,"[9766550, 9767390]",,,,,,,,,,,,,,,,"[18422254, 18423902]",
,,,,,,,,,,,,,,,,"[9768098, 9774062]",,,,,,,,,,,,,,,,"[18426725, 18428283]",
,,,,,,,,,,,,,,,,"[9774686, 9776051]",,,,,,,,,,,,,,,,"[18429476, 18431878]",
,,,,,,,,,,,,,,,,"[9776747, 9778280]",,,,,,,,,,,,,,,,"[18432852, 18437036]",
,,,,,,,,,,,,,,,,"[9778710, 9781502]",,,,,,,,,,,,,,,,"[18438710, 18439802]",
,,,,,,,,,,,,,,,,"[9781948, 9784117]",,,,,,,,,,,,,,,,"[18440284, 18441625]",
,,,,,,,,,,,,,,,,"[9784384, 9789038]",,,,,,,,,,,,,,,,"[18444727, 18446392]",
,,,,,,,,,,,,,,,,"[9789524, 9817379]",,,,,,,,,,,,,,,,"[18456532, 18457063]",
,,,,,,,,,,,,,,,,"[9817748, 9825895]",,,,,,,,,,,,,,,,"[18459650, 18465313]",
,,,,,,,,,,,,,,,,"[9826374, 9846192]",,,,,,,,,,,,,,,,"[18472681, 18473774]",
,,,,,,,,,,,,,,,,"[9846927, 9860115]",,,,,,,,,,,,,,,,"[18476351, 18478464]",
,,,,,,,,,,,,,,,,"[9861191, 9866840]",,,,,,,,,,,,,,,,"[18481566, 18482127]",
,,,,,,,,,,,,,,,,"[9867281, 9922404]",,,,,,,,,,,,,,,,"[18486719, 18488218]",
,,,,,,,,,,,,,,,,"[9922782, 9926252]",,,,,,,,,,,,,,,,"[18495246, 18495802]",
,,,,,,,,,,,,,,,,"[9927870, 9971170]",,,,,,,,,,,,,,,,"[18503188, 18505018]",
,,,,,,,,,,,,,,,,"[9973682, 9975611]",,,,,,,,,,,,,,,,"[18510502, 18511436]",
,,,,,,,,,,,,,,,,"[9978093, 9980408]",,,,,,,,,,,,,,,,"[18534522, 18536015]",
,,,,,,,,,,,,,,,,"[9994470, 9995091]",,,,,,,,,,,,,,,,"[18539886, 18540780]",
,,,,,,,,,,,,,,,,"[9997895, 9998307]",,,,,,,,,,,,,,,,"[18544372, 18545908]",
,,,,,,,,,,,,,,,,"[10003643, 10007541]",,,,,,,,,,,,,,,,"[18552263, 18555339]",
,,,,,,,,,,,,,,,,"[10009483, 10011359]",,,,,,,,,,,,,,,,"[18562888, 18564695]",
,,,,,,,,,,,,,,,,"[10012212, 10012764]",,,,,,,,,,,,,,,,"[18575750, 18577511]",
,,,,,,,,,,,,,,,,"[10013125, 10014128]",,,,,,,,,,,,,,,,"[18579197, 18580299]",
,,,,,,,,,,,,,,,,"[10016418, 10017012]",,,,,,,,,,,,,,,,"[18582121, 18582687]",
,,,,,,,,,,,,,,,,"[10017666, 10019491]",,,,,,,,,,,,,,,,"[18583748, 18586024]",
,,,,,,,,,,,,,,,,"[10022883, 10023900]",,,,,,,,,,,,,,,,"[18598683, 18604078]",
,,,,,,,,,,,,,,,,"[10025870, 10026343]",,,,,,,,,,,,,,,,"[18611588, 18612662]",
,,,,,,,,,,,,,,,,"[10030733, 10031250]",,,,,,,,,,,,,,,,"[18618660, 18621527]",
,,,,,,,,,,,,,,,,"[10032421, 10033757]",,,,,,,,,,,,,,,,"[18629608, 18630095]",
,,,,,,,,,,,,,,,,"[10035651, 10036469]",,,,,,,,,,,,,,,,"[18632869, 18633427]",
,,,,,,,,,,,,,,,,"[10037413, 10038338]",,,,,,,,,,,,,,,,"[18642261, 18643508]",
,,,,,,,,,,,,,,,,"[10039256, 10039783]",,,,,,,,,,,,,,,,"[18648748, 18649538]",
,,,,,,,,,,,,,,,,"[10041407, 10041759]",,,,,,,,,,,,,,,,"[18651468, 18652006]",
,,,,,,,,,,,,,,,,"[10044048, 10048724]",,,,,,,,,,,,,,,,"[18652974, 18654119]",
,,,,,,,,,,,,,,,,"[10050249, 10051440]",,,,,,,,,,,,,,,,"[18657704, 18851982]",
,,,,,,,,,,,,,,,,"[10052494, 10055519]",,,,,,,,,,,,,,,,"[18856819, 19057834]",
,,,,,,,,,,,,,,,,"[10057569, 10058165]",,,,,,,,,,,,,,,,"[19066773, 19068214]",
,,,,,,,,,,,,,,,,"[10059232, 10061428]",,,,,,,,,,,,,,,,"[19081773, 19113486]",
,,,,,,,,,,,,,,,,"[10063892, 10064328]",,,,,,,,,,,,,,,,"[19116293, 19117274]",
,,,,,,,,,,,,,,,,"[10065587, 10068117]",,,,,,,,,,,,,,,,"[19119082, 19127122]",
,,,,,,,,,,,,,,,,"[10068482, 10096916]",,,,,,,,,,,,,,,,"[19135113, 19135646]",
,,,,,,,,,,,,,,,,"[10097880, 10098403]",,,,,,,,,,,,,,,,"[19144018, 19147244]",
,,,,,,,,,,,,,,,,"[10101500, 10101795]",,,,,,,,,,,,,,,,"[19154373, 19196461]",
,,,,,,,,,,,,,,,,"[10102225, 10103000]",,,,,,,,,,,,,,,,"[19196999, 19225572]",
,,,,,,,,,,,,,,,,"[10104529, 10105271]",,,,,,,,,,,,,,,,"[19248354, 19248897]",
,,,,,,,,,,,,,,,,"[10105498, 10105890]",,,,,,,,,,,,,,,,"[19250940, 19332909]",
,,,,,,,,,,,,,,,,"[10111397, 10111960]",,,,,,,,,,,,,,,,"[19333720, 19366416]",
,,,,,,,,,,,,,,,,"[10113930, 10114184]",,,,,,,,,,,,,,,,"[19367040, 19373902]",
,,,,,,,,,,,,,,,,"[10116390, 10116654]",,,,,,,,,,,,,,,,"[19374377, 19503407]",
,,,,,,,,,,,,,,,,"[10119102, 10119394]",,,,,,,,,,,,,,,,"[19506907, 19507737]",
,,,,,,,,,,,,,,,,"[10119766, 10120414]",,,,,,,,,,,,,,,,"[19512805, 19513864]",
,,,,,,,,,,,,,,,,"[10124286, 10131104]",,,,,,,,,,,,,,,,"[19518283, 19519019]",
,,,,,,,,,,,,,,,,"[10135876, 10136179]",,,,,,,,,,,,,,,,"[19524788, 19987290]",
,,,,,,,,,,,,,,,,"[10136684, 10137344]",,,,,,,,,,,,,,,,"[19995001, 20003173]",
,,,,,,,,,,,,,,,,"[10138086, 10138889]",,,,,,,,,,,,,,,,"[20003857, 20004728]",
,,,,,,,,,,,,,,,,"[10139132, 10140223]",,,,,,,,,,,,,,,,"[20006709, 20008348]",
,,,,,,,,,,,,,,,,"[10140616, 10180703]",,,,,,,,,,,,,,,,"[20009278, 20012976]",
,,,,,,,,,,,,,,,,"[10180939, 10402913]",,,,,,,,,,,,,,,,"[20014365, 20015349]",
,,,,,,,,,,,,,,,,"[10403557, 10490208]",,,,,,,,,,,,,,,,"[20020281, 20021204]",
,,,,,,,,,,,,,,,,"[10501540, 10504199]",,,,,,,,,,,,,,,,"[20021799, 20065862]",
,,,,,,,,,,,,,,,,"[10506706, 10507815]",,,,,,,,,,,,,,,,"[20067083, 20143284]",
,,,,,,,,,,,,,,,,"[10517822, 10518552]",,,,,,,,,,,,,,,,"[20148256, 20167779]",
,,,,,,,,,,,,,,,,"[10526114, 10526529]",,,,,,,,,,,,,,,,"[20170168, 20192045]",
,,,,,,,,,,,,,,,,"[10528554, 10529489]",,,,,,,,,,,,,,,,"[20192594, 20216163]",
,,,,,,,,,,,,,,,,"[10531755, 10532531]",,,,,,,,,,,,,,,,"[20218158, 20223097]",
,,,,,,,,,,,,,,,,"[10533986, 10535883]",,,,,,,,,,,,,,,,"[20223654, 20224749]",
,,,,,,,,,,,,,,,,"[10538707, 10539140]",,,,,,,,,,,,,,,,"[20225740, 20288412]",
,,,,,,,,,,,,,,,,"[10541528, 10542923]",,,,,,,,,,,,,,,,"[20292170, 20293121]",
,,,,,,,,,,,,,,,,"[10545369, 10547525]",,,,,,,,,,,,,,,,"[20294011, 20294624]",
,,,,,,,,,,,,,,,,"[10548029, 10551687]",,,,,,,,,,,,,,,,"[20296908, 20370877]",
,,,,,,,,,,,,,,,,"[10554625, 10556810]",,,,,,,,,,,,,,,,"[20371869, 20372872]",
,,,,,,,,,,,,,,,,"[10558786, 10560823]",,,,,,,,,,,,,,,,"[20373360, 20380272]",
,,,,,,,,,,,,,,,,"[10562794, 10563530]",,,,,,,,,,,,,,,,"[20383548, 20384831]",
,,,,,,,,,,,,,,,,"[10564109, 10565054]",,,,,,,,,,,,,,,,"[20387393, 20392299]",
,,,,,,,,,,,,,,,,"[10565803, 10566844]",,,,,,,,,,,,,,,,"[20392989, 20470826]",
,,,,,,,,,,,,,,,,"[10571459, 10571881]",,,,,,,,,,,,,,,,"[20472480, 20483034]",
,,,,,,,,,,,,,,,,"[10572934, 10573663]",,,,,,,,,,,,,,,,"[20483727, 20495595]",
,,,,,,,,,,,,,,,,"[10576033, 10576514]",,,,,,,,,,,,,,,,"[20496434, 20500539]",
,,,,,,,,,,,,,,,,"[10580791, 10582950]",,,,,,,,,,,,,,,,"[20501100, 20504648]",
,,,,,,,,,,,,,,,,"[10583479, 10586838]",,,,,,,,,,,,,,,,"[20509956, 20526007]",
,,,,,,,,,,,,,,,,"[10588148, 10588544]",,,,,,,,,,,,,,,,"[20527312, 20568707]",
,,,,,,,,,,,,,,,,"[10591593, 10593080]",,,,,,,,,,,,,,,,"[20569839, 20588858]",
,,,,,,,,,,,,,,,,"[10594359, 10594924]",,,,,,,,,,,,,,,,"[20591429, 20593353]",
,,,,,,,,,,,,,,,,"[10597089, 10598547]",,,,,,,,,,,,,,,,"[20596130, 20600032]",
,,,,,,,,,,,,,,,,"[10600282, 10601334]",,,,,,,,,,,,,,,,"[20600528, 20610587]",
,,,,,,,,,,,,,,,,"[10601779, 10603782]",,,,,,,,,,,,,,,,"[20611728, 20695455]",
,,,,,,,,,,,,,,,,"[10604462, 10604924]",,,,,,,,,,,,,,,,"[20697621, 20700504]",
,,,,,,,,,,,,,,,,"[10609170, 10610303]",,,,,,,,,,,,,,,,"[20702827, 20719599]",
,,,,,,,,,,,,,,,,"[10611382, 10613530]",,,,,,,,,,,,,,,,"[20731763, 20756022]",
,,,,,,,,,,,,,,,,"[10614569, 10615671]",,,,,,,,,,,,,,,,"[20758332, 20760271]",
,,,,,,,,,,,,,,,,"[10617705, 10618238]",,,,,,,,,,,,,,,,"[20768407, 20770275]",
,,,,,,,,,,,,,,,,"[10619011, 10620252]",,,,,,,,,,,,,,,,"[20772407, 20775927]",
,,,,,,,,,,,,,,,,"[10620662, 10621596]",,,,,,,,,,,,,,,,"[20776856, 20777523]",
,,,,,,,,,,,,,,,,"[10624800, 10625778]",,,,,,,,,,,,,,,,"[20779621, 20810486]",
,,,,,,,,,,,,,,,,"[10627478, 10630721]",,,,,,,,,,,,,,,,"[20816886, 20839621]",
,,,,,,,,,,,,,,,,"[10635013, 10639643]",,,,,,,,,,,,,,,,"[20840626, 20842265]",
,,,,,,,,,,,,,,,,"[10640092, 10641056]",,,,,,,,,,,,,,,,"[20843842, 20848090]",
,,,,,,,,,,,,,,,,"[10651393, 10655410]",,,,,,,,,,,,,,,,"[20849759, 20861223]",
,,,,,,,,,,,,,,,,"[10655764, 10656680]",,,,,,,,,,,,,,,,"[20864232, 20892220]",
,,,,,,,,,,,,,,,,"[10662161, 10662828]",,,,,,,,,,,,,,,,"[20895357, 20897950]",
,,,,,,,,,,,,,,,,"[10665020, 10666331]",,,,,,,,,,,,,,,,"[20898828, 20910978]",
,,,,,,,,,,,,,,,,"[10671146, 10673158]",,,,,,,,,,,,,,,,"[20914167, 20917556]",
,,,,,,,,,,,,,,,,"[10674914, 10676803]",,,,,,,,,,,,,,,,"[20918114, 20918433]",
,,,,,,,,,,,,,,,,"[10678252, 10678628]",,,,,,,,,,,,,,,,"[20919414, 20919988]",
,,,,,,,,,,,,,,,,"[10681593, 10681953]",,,,,,,,,,,,,,,,"[20921276, 20926274]",
,,,,,,,,,,,,,,,,"[10686809, 10691541]",,,,,,,,,,,,,,,,"[20926617, 20927430]",
,,,,,,,,,,,,,,,,"[10692266, 10695437]",,,,,,,,,,,,,,,,"[20928082, 20928797]",
,,,,,,,,,,,,,,,,"[10697914, 10698130]",,,,,,,,,,,,,,,,"[20930243, 20942912]",
,,,,,,,,,,,,,,,,"[10698633, 10700452]",,,,,,,,,,,,,,,,"[20944227, 20954476]",
,,,,,,,,,,,,,,,,"[10700704, 10701000]",,,,,,,,,,,,,,,,"[20955794, 20957721]",
,,,,,,,,,,,,,,,,"[10703239, 10704559]",,,,,,,,,,,,,,,,"[20969736, 20970812]",
,,,,,,,,,,,,,,,,"[10707000, 10707370]",,,,,,,,,,,,,,,,"[20978236, 20979467]",
,,,,,,,,,,,,,,,,"[10708088, 10708912]",,,,,,,,,,,,,,,,"[20985727, 20987698]",
,,,,,,,,,,,,,,,,"[10709863, 10713633]",,,,,,,,,,,,,,,,"[20988731, 20990182]",
,,,,,,,,,,,,,,,,"[10714597, 10715387]",,,,,,,,,,,,,,,,"[20991687, 20993677]",
,,,,,,,,,,,,,,,,"[10716168, 10716971]",,,,,,,,,,,,,,,,"[20996911, 21001974]",
,,,,,,,,,,,,,,,,"[10720005, 10721081]",,,,,,,,,,,,,,,,"[21003460, 21006593]",
,,,,,,,,,,,,,,,,"[10722796, 10723194]",,,,,,,,,,,,,,,,"[21007023, 21007385]",
,,,,,,,,,,,,,,,,"[10724291, 10724582]",,,,,,,,,,,,,,,,"[21007815, 21008137]",
,,,,,,,,,,,,,,,,"[10724866, 10725787]",,,,,,,,,,,,,,,,"[21010685, 21012785]",
,,,,,,,,,,,,,,,,"[10726407, 10726988]",,,,,,,,,,,,,,,,"[21015629, 21018493]",
,,,,,,,,,,,,,,,,"[10727178, 10728814]",,,,,,,,,,,,,,,,"[21032857, 21033284]",
,,,,,,,,,,,,,,,,"[10729601, 10733936]",,,,,,,,,,,,,,,,"[21055308, 21056038]",
,,,,,,,,,,,,,,,,"[10734740, 10735364]",,,,,,,,,,,,,,,,"[21058891, 21060570]",
,,,,,,,,,,,,,,,,"[10737483, 10738144]",,,,,,,,,,,,,,,,"[21063631, 21065090]",
,,,,,,,,,,,,,,,,"[10738767, 10745106]",,,,,,,,,,,,,,,,"[21066004, 21066954]",
,,,,,,,,,,,,,,,,"[10746701, 10748515]",,,,,,,,,,,,,,,,"[21070124, 21070526]",
,,,,,,,,,,,,,,,,"[10749598, 10749979]",,,,,,,,,,,,,,,,"[21071610, 21072078]",
,,,,,,,,,,,,,,,,"[10750445, 10751728]",,,,,,,,,,,,,,,,"[21074585, 21076951]",
,,,,,,,,,,,,,,,,"[10752090, 10752444]",,,,,,,,,,,,,,,,"[21080607, 21082112]",
,,,,,,,,,,,,,,,,"[10755623, 10755974]",,,,,,,,,,,,,,,,"[21088182, 21095266]",
,,,,,,,,,,,,,,,,"[10758800, 10761750]",,,,,,,,,,,,,,,,"[21097697, 21103110]",
,,,,,,,,,,,,,,,,"[10765054, 10765270]",,,,,,,,,,,,,,,,"[21105305, 21105577]",
,,,,,,,,,,,,,,,,"[10766942, 10768386]",,,,,,,,,,,,,,,,"[21115535, 21116105]",
,,,,,,,,,,,,,,,,"[10774661, 10776859]",,,,,,,,,,,,,,,,"[21118228, 21119839]",
,,,,,,,,,,,,,,,,"[10777434, 10778988]",,,,,,,,,,,,,,,,"[21120921, 21133133]",
,,,,,,,,,,,,,,,,"[10780782, 10781060]",,,,,,,,,,,,,,,,"[21141566, 21142244]",
,,,,,,,,,,,,,,,,"[10785817, 10788454]",,,,,,,,,,,,,,,,"[21192074, 21192717]",
,,,,,,,,,,,,,,,,"[10788965, 10790216]",,,,,,,,,,,,,,,,"[21198793, 21199413]",
,,,,,,,,,,,,,,,,"[10791380, 10791897]",,,,,,,,,,,,,,,,"[21201870, 21202159]",
,,,,,,,,,,,,,,,,"[10793019, 10794985]",,,,,,,,,,,,,,,,"[21202758, 21203938]",
,,,,,,,,,,,,,,,,"[10796826, 10797477]",,,,,,,,,,,,,,,,"[21208996, 21209475]",
,,,,,,,,,,,,,,,,"[10808412, 10809085]",,,,,,,,,,,,,,,,"[21210230, 21210548]",
,,,,,,,,,,,,,,,,"[10813262, 10814505]",,,,,,,,,,,,,,,,"[21215449, 21218110]",
,,,,,,,,,,,,,,,,"[10817887, 10818540]",,,,,,,,,,,,,,,,"[21218873, 21220934]",
,,,,,,,,,,,,,,,,"[10819903, 10821763]",,,,,,,,,,,,,,,,"[21224151, 21224691]",
,,,,,,,,,,,,,,,,"[10825391, 10826490]",,,,,,,,,,,,,,,,"[21233305, 21234226]",
,,,,,,,,,,,,,,,,"[10829520, 10832063]",,,,,,,,,,,,,,,,"[21248933, 21249875]",
,,,,,,,,,,,,,,,,"[10834292, 10837436]",,,,,,,,,,,,,,,,"[21253281, 21254794]",
,,,,,,,,,,,,,,,,"[10846453, 10849175]",,,,,,,,,,,,,,,,"[21255277, 21256540]",
